Ag,B,Ba,Co,Cr,Mo,Ni,Pb,Sn,Zn,Binary,Quaternary
26,0.02,17,637,13,2,48,13,5,44,0,0
284,0.02,139,639,52,2,152,219,5,86,1,1
97,0.02,59,640,38,2,64,64,22,285,0,0
40,0.02,8,642,32,2,65,7,5,202,0,0
50,0.02,27,642,46,2,54,15,5,50,0,0
126,0.02,99,642,48,2,129,47,17,129,0,0
125,0.02,49,643,38,2,96,21,5,87,0,0
48,0.02,28,649,26,2,145,33,5,76,0,0
68,0.02,23,650,9,2,35,25,5,10,0,0
154,0.02,24,650,21,2,38,29,5,133,0,0
70,0.02,36,651,22,2,41,15,5,61,0,0
45,0.02,32,656,16,2,49,17,5,81,0,0
40,0.02,13,657,10,2,22,47,5,63,0,0
46,0.02,21,659,19,2,47,11,5,149,0,0
78,0.02,53,664,46,2,55,17,5,85,0,0
52,0.02,16,673,19,2,30,14,5,107,0,0
53,0.02,71,677,24,2,48,14,5,194,0,0
121,0.02,48,699,50,2,46,28,5,49,0,0
76,0.02,118,700,36,2,95,44,5,178,0,0
84,0.02,76,700,36,2,147,53,34,300,0,0
68,0.02,76,700,20,2,2,31,21,120,0,0
62,0.02,21,705,11,2,34,42,5,104,0,0
60,0.02,26,707,41,2,107,14,5,203,0,0
57,0.02,34,720,23,2,47,18,5,104,0,0
106,0.02,165,720,30,2,46,65,29,335,0,0
51,0.02,38,723,22,2,32,30,5,70,0,0
47,0.02,32,729,34,2,40,11,5,36,0,0
84,0.02,40,732,45,2,116,14,5,183,0,0
111,0.02,44,751,45,2,53,22,5,46,0,0
59,0.02,56,760,34,2,88,31,5,272,0,0
615,0.02,127,760,105,2,248,315,12,197,1,3
47,0.02,12,764,14,2,50,32,5,36,0,0
88,0.02,51,766,28,2,50,30,14,106,0,0
40,0.02,19,780,15,2,36,39,5,98,0,0
58,0.02,52,784,32,2,67,103,14,381,0,0
53,0.02,55,787,36,2,241,59,5,141,0,0
59,0.02,40,789,25,2,51,20,5,135,0,0
37,0.02,26,797,14,2,28,11,5,87,0,0
49,0.02,23,799,47,2,106,15,5,105,0,0
70,0.02,68,808,41,2,82,19,5,136,0,0
46,0.02,35,809,19,2,45,47,5,53,0,0
206,0.02,34,811,40,2,38,23,5,93,0,0
332,0.02,56,812,51,2,96,117,13,132,1,1
40,0.02,46,838,23,2,55,13,5,68,0,0
76,0.02,54,840,31,2,78,49,5,280,0,0
36,0.02,93,846,30,2,129,19,5,243,0,0
48,0.02,30,850,23,2,58,16,5,95,0,0
51,0.02,29,861,19,2,32,8,5,31,0,0
65,0.02,75,888,56,2,180,14,5,358,0,0
42,0.02,46,890,34,2,48,52,5,339,0,0
46,0.02,27,894,20,2,74,16,5,53,0,0
62,0.02,52,910,27,2,62,88,5,318,0,0
83,0.02,205,930,39,2,140,54,5,152,0,0
26,0.02,10,932,22,2,8,9,5,25,0,0
89,0.02,27,978,34,2,83,14,5,132,0,0
92,0.02,23,1000,33,2,86,14,5,122,0,0
69,0.02,153,1200,43,2,118,55,5,270,0,0
70,0.02,48,1200,29,2,26,35,29,160,0,0
89,0.02,37,1200,28,2,37,16,5,83,0,0
214,0.02,68,1200,80,2,106,19,11,125,0,0
274,0.02,47,1200,17,2,73,89,5,79,1,1
25,0.02,2,140,12,4,2,16,5,30,0,0
26,0.02,2,157,14,4,9,7,5,78,0,0
25,0.02,7,172,15,4,31,2,5,80,0,0
40,0.02,23,179,35,4,62,2,5,93,0,0
78,0.02,42,210,18,4,42,10,5,103,0,0
24,0.02,2,245,23,4,10,12,5,138,0,0
48,0.02,64,248,33,4,245,9,5,41,0,0
42,0.02,13,259,22,4,23,8,5,93,0,0
246,0.02,50,281,17,4,42,43,5,34,1,1
17,0.02,2,286,20,4,9,2,5,118,0,0
64,0.02,30,292,9,4,47,13,5,75,0,0
45,0.02,45,293,32,4,130,80,5,36,0,0
29,0.02,2,303,17,4,13,10,5,58,0,0
65,0.02,26,304,22,4,31,13,5,70,0,0
37,0.02,13,309,16,4,21,10,5,81,0,0
62,0.02,19,316,12,4,50,18,5,92,0,0
33,0.02,32,318,10,4,23,9,5,48,0,0
122,0.02,49,322,16,4,36,90,5,111,0,0
37,0.02,15,324,24,4,121,8,5,47,0,0
69,0.02,17,324,14,4,23,16,5,69,0,0
49,0.02,30,330,24,4,50,35,5,105,0,0
64,0.02,61,338,30,4,80,29,5,131,0,0
149,0.02,66,340,22,4,46,46,5,133,0,0
73,0.02,33,342,26,4,16,16,5,62,0,0
135,0.02,37,348,40,4,149,18,12,83,0,0
76,0.02,24,353,24,4,29,32,5,82,0,0
31,0.02,14,354,29,4,31,16,5,269,0,0
70,0.02,37,355,23,4,50,18,5,114,0,0
54,0.02,15,357,29,4,90,14,5,88,0,0
62,0.02,26,359,30,4,52,17,5,102,0,0
79,0.02,45,359,21,4,55,13,5,57,0,0
182,0.02,32,379,30,4,54,15,5,67,0,0
109,0.02,16,382,50,4,112,10,5,53,0,0
51,0.02,35,384,14,4,37,26,5,71,0,0
48,0.02,17,385,27,4,37,11,5,74,0,0
61,0.02,30,386,27,4,33,33,5,62,0,0
45,0.02,25,410,27,4,39,12,5,82,0,0
43,0.02,27,412,33,4,80,12,5,23,0,0
92,0.02,37,419,25,4,71,20,5,90,0,0
55,0.02,28,421,38,4,150,11,5,81,0,0
58,0.02,24,424,30,4,42,12,5,49,0,0
217,0.02,35,430,20,4,28,34,5,53,0,0
48,0.02,11,431,29,4,50,9,5,133,0,0
103,0.02,10,432,45,4,100,12,5,96,0,0
70,0.02,63,442,16,4,46,35,5,82,0,0
46,0.02,61,445,39,4,225,35,11,81,0,0
133,0.02,22,448,15,4,34,14,5,106,0,0
72,0.02,36,449,49,4,82,11,10,108,0,0
61,0.02,33,450,28,4,15,16,5,70,0,0
37,0.02,64,464,46,4,157,16,5,62,0,0
92,0.02,22,499,34,4,70,24,10,155,0,0
76,0.02,59,502,27,4,39,58,5,105,0,0
49,0.02,37,504,53,4,177,20,5,81,0,0
138,0.02,64,520,34,4,80,121,5,156,0,0
56,0.02,22,528,37,4,32,14,5,44,0,0
112,0.02,36,530,43,4,75,19,5,78,0,0
75,0.02,23,534,20,4,46,14,5,76,0,0
108,0.02,63,535,17,4,43,39,5,102,0,0
52,0.02,22,545,29,4,55,16,5,147,0,0
640,0.02,31,546,21,4,46,24,5,86,1,3
282,0.02,28,547,20,4,32,58,5,111,1,1
68,0.02,36,551,33,4,61,16,10,110,0,0
96,0.02,20,563,57,4,51,6,5,77,0,0
79,0.02,26,563,24,4,46,32,5,80,0,0
86,0.02,45,571,29,4,58,23,5,123,0,0
173,0.02,30,580,28,4,46,14,5,47,0,0
102,0.02,9,599,25,4,30,16,5,91,0,0
82,0.02,19,614,40,4,36,14,5,46,0,0
64,0.02,36,616,28,4,53,20,5,132,0,0
73,0.02,32,620,16,4,18,15,5,93,0,0
47,0.02,36,630,38,4,61,14,5,173,0,0
106,0.02,96,652,44,4,54,49,5,49,0,0
124,0.02,64,724,46,4,128,36,5,124,0,0
524,0.02,61,735,55,4,84,162,10,138,1,3
84,0.02,100,750,44,4,168,57,34,361,0,0
311,1,60,779,57,4,120,113,12,155,1,1
198,0.02,26,835,23,4,45,32,5,88,0,0
60,0.02,27,907,22,4,80,10,5,37,0,0
76,0.02,51,1200,18,4,44,41,5,90,0,0
148,0.02,45,1200,29,4,51,30,5,77,0,0
138,0.02,55,1200,36,4,145,65,13,126,0,0
218,0.02,37,1200,15,4,29,30,5,86,0,0
16,0.02,13,158,30,8,57,2,5,56,0,0
63,0.02,54,240,21,8,51,14,5,69,0,0
96,0.02,46,275,9,8,22,46,5,71,0,0
46,0.02,41,348,14,8,30,14,5,88,0,0
93,0.02,53,374,70,8,110,14,5,113,0,0
88,0.02,49,410,22,8,59,20,5,104,0,0
62,0.02,66,441,47,8,203,22,5,121,0,0
173,0.02,42,510,35,8,63,20,5,64,0,0
225,0.02,80,531,52,8,91,49,11,95,1,1
177,0.02,33,593,32,8,63,22,5,58,0,0
171,0.02,65,609,44,8,48,43,5,52,0,0
820,0.02,49,629,45,8,112,178,5,117,1,3
168,0.02,44,653,30,8,58,27,5,130,0,0
233,0.02,85,695,65,8,146,98,12,128,1,1
294,0.02,84,702,50,8,92,85,13,126,1,1
1200,0.02,40,748,42,8,63,30,5,92,1,3
344,0.02,50,771,32,8,51,75,5,90,1,2
216,0.02,65,774,66,8,178,52,12,128,0,0
477,0.02,70,867,49,8,83,185,10,381,1,3
56,0.02,30,292,55,12,64,14,5,149,0,0
126,0.02,30,427,16,12,26,119,5,118,0,0
153,0.02,29,503,26,12,56,20,5,51,0,0
606,0.02,55,573,73,12,229,166,11,241,1,3
129,0.02,75,576,44,12,105,28,5,130,0,0
137,0.02,47,-999,11,16,30,131,5,152,0,0
183,0.02,51,247,13,16,34,177,5,181,0,0
669,0.02,27,348,34,20,83,122,5,121,1,3
286,0.02,24,397,18,20,35,30,5,92,1,1
618,0.02,94,583,78,20,232,389,26,315,1,3
1200,0.02,41,368,19,28,50,84,5,97,1,3
51,0.02,43,193,10,32,22,10,5,50,0,0
831,0.02,62,531,78,52,200,303,5,41,1,3
