Ag,B,Ba,Co,Cr,Mo,Ni,Pb,Sn,Zn,Binary,Quaternary
0.02,54,-999,26,45,1,57,24,5,87,0,0
0.02,51,262,38,46,2,85,11,5,126,0,0
0.02,48,-999,27,69,1,54,16,5,74,0,0
0.02,54,-999,27,76,1,65,12,5,95,0,0
0.02,41,-999,22,50,1,62,12,5,107,0,0
0.02,32,-999,20,54,2,45,23,5,107,0,0
0.02,61,-999,26,71,1,60,28,5,152,0,0
0.02,56,-999,22,94,2,57,36,5,147,0,0
0.02,52,-999,18,53,2,40,18,5,137,0,0
0.02,39,-999,23,42,2,43,37,5,129,0,0
0.02,46,-999,27,82,2,48,24,5,101,0,0
0.02,43,-999,32,42,1,50,43,5,130,0,0
0.02,30,598,19,88,1,37,17,5,114,0,0
0.02,54,-999,34,100,2,83,39,5,126,0,0
0.02,38,-999,23,78,2,51,45,5,132,0,0
0.02,63,-999,27,119,2,71,59,5,142,1,1
0.02,43,-999,34,121,1,46,66,5,132,1,1
0.02,28,-999,21,56,2,24,38,5,87,0,0
0.02,44,-999,42,76,2,103,18,5,108,0,0
0.02,51,374,42,72,-999,55,19,5,118,0,0
0.02,38,377,34,58,2,51,56,5,130,0,0
0.02,49,629,45,73,8,112,178,5,117,1,3
0.02,37,1200,28,87,2,37,16,5,83,0,0
0.02,42,1200,29,80,1,53,32,5,100,0,0
0.02,57,558,34,78,2,48,108,5,146,1,1
0.02,80,620,49,62,2,107,53,5,139,0,0
0.02,38,567,53,25,2,63,203,5,278,1,3
0.02,40,748,42,57,8,63,30,5,92,1,3
0.02,50,771,32,84,8,51,75,5,90,1,2
0.02,45,1200,29,90,4,51,30,5,77,0,0
0.02,32,656,16,111,2,49,17,5,81,0,0
0.02,44,653,30,164,8,58,27,5,130,0,0
0.02,85,695,65,226,8,146,98,12,128,1,1
0.02,45,571,29,129,4,58,23,5,123,0,0
0.02,46,598,28,223,2,79,18,5,120,0,0
0.02,86,504,32,151,1,45,20,5,135,0,0
0.02,27,502,21,153,1,31,16,5,123,0,0
0.02,11,412,18,125,1,32,14,5,105,0,0
0.02,37,710,18,66,1,27,16,5,98,0,0
0.02,18,610,16,76,2,26,20,5,107,0,0
0.02,24,650,21,63,2,38,29,5,133,0,0
0.02,32,620,16,78,4,18,15,5,93,0,0
0.02,36,380,25,79,1,35,15,5,102,0,0
0.02,61,735,55,128,4,84,162,10,138,1,3
0.02,39,425,26,84,2,38,17,5,117,0,0
0.02,44,483,27,107,2,40,25,5,150,0,0
0.02,45,370,23,100,2,53,16,5,72,0,0
0.02,49,410,22,65,8,59,20,5,104,0,0
0.02,37,438,25,81,2,52,15,5,72,0,0
0.02,38,387,19,82,2,43,17,5,84,0,0
0.02,39,194,20,52,1,58,21,5,123,0,0
0.02,48,185,16,68,2,44,15,5,70,0,0
0.02,60,239,22,59,2,65,15,5,80,0,0
0.02,42,210,18,45,4,42,10,5,103,0,0
0.02,70,867,49,99,8,83,185,10,381,1,3
0.02,54,240,21,78,8,51,14,5,69,0,0
0.02,41,297,20,84,2,48,20,5,63,0,0
0.02,67,195,17,102,2,54,16,5,80,0,0
0.02,79,233,20,102,2,66,19,5,103,0,0
0.02,83,209,22,114,2,64,12,5,77,0,0
0.02,57,413,26,49,2,55,27,5,69,0,0
0.02,52,360,27,136,2,87,13,5,60,0,0
0.02,45,276,27,70,2,70,14,5,74,0,0
0.02,37,419,25,67,4,71,20,5,90,0,0
0.02,66,448,19,51,2,55,23,5,76,0,0
1,60,779,57,94,4,120,113,12,155,1,2
0.02,41,539,25,70,2,58,29,5,119,0,0
0.02,45,359,21,100,4,55,13,5,57,0,0
0.02,72,408,37,344,2,177,15,5,82,0,0
0.02,63,1200,55,169,1,34,49,5,186,0,0
0.02,33,594,20,87,1,70,14,5,54,0,0
0.02,57,618,20,41,1,58,19,5,78,0,0
0.02,48,656,27,32,1,46,16,5,79,0,0
0.02,36,651,22,37,2,41,15,5,61,0,0
0.02,20,418,23,36,2,47,13,5,93,0,0
0.02,27,681,16,34,1,31,21,5,106,0,0
0.02,41,880,27,99,1,53,27,5,116,0,0
0.02,65,774,66,106,8,178,52,12,128,1,1
0.02,38,772,51,148,1,142,30,5,124,0,0
0.02,34,757,17,58,1,33,15,5,27,0,0
0.02,39,703,27,80,1,50,25,5,104,0,0
0.02,38,564,24,86,1,44,15,5,84,0,0
0.02,36,537,35,64,1,59,18,5,112,0,0
0.02,59,515,38,88,1,73,20,5,124,0,0
0.02,37,530,27,66,2,49,70,5,93,0,0
0.02,75,576,44,140,12,105,28,5,130,0,0
0.02,68,808,41,70,2,82,19,5,136,0,0
0.02,42,642,32,81,1,65,32,5,96,0,0
0.02,53,374,70,82,8,110,14,5,113,0,0
0.02,39,659,28,52,1,52,16,5,104,0,0
0.02,31,592,26,28,1,55,16,5,104,0,0
0.02,55,805,29,66,1,71,28,5,108,0,0
0.02,64,724,46,125,4,128,36,5,124,0,0
0.02,49,643,38,92,2,96,21,5,87,0,0
0.02,55,1200,36,169,4,145,65,13,126,0,0
0.02,36,598,25,100,1,44,17,5,75,0,0
0.02,53,439,23,92,-999,40,13,5,53,0,0
0.02,33,484,33,139,1,162,55,18,181,0,0
0.02,37,685,18,77,1,44,17,5,74,0,0
0.02,56,812,51,97,2,96,117,13,132,1,2
0.02,31,429,21,51,1,48,26,5,94,0,0
0.02,24,463,19,49,2,38,12,5,55,0,0
0.02,20,371,18,58,1,36,24,5,75,0,0
0.02,23,379,18,47,1,42,14,5,83,0,0
0.02,28,585,16,55,1,40,17,5,80,0,0
0.02,39,370,15,94,2,36,20,5,89,0,0
0.02,26,272,15,64,1,26,19,5,81,0,0
0.02,14,595,8,74,1,15,14,5,40,0,0
0.02,22,418,13,68,1,33,17,5,64,0,0
0.02,20,613,12,76,1,32,14,5,52,0,0
0.02,68,1200,80,86,2,106,19,11,125,1,1
0.02,32,372,19,67,1,41,25,5,82,0,0
0.02,28,370,17,39,1,37,26,5,87,0,0
0.02,15,246,15,41,1,31,35,5,99,0,0
0.02,22,373,18,33,2,50,34,5,85,0,0
0.02,16,388,10,38,1,15,24,5,49,0,0
0.02,35,479,15,58,1,25,66,5,102,0,0
0.02,35,372,13,64,1,30,69,5,72,0,0
0.02,24,353,24,65,4,29,32,5,82,0,0
0.02,64,300,21,90,2,33,95,5,129,0,0
0.02,46,380,16,122,2,30,52,5,98,0,0
0.02,24,329,15,64,2,23,56,5,95,0,0
0.02,32,476,17,60,1,26,26,5,61,0,0
0.02,35,430,20,82,4,28,34,5,53,1,1
0.02,25,862,15,59,1,28,44,5,56,0,0
0.02,35,809,19,112,2,45,47,5,53,0,0
0.02,38,723,22,59,2,32,30,5,70,0,0
0.02,25,439,18,32,2,27,20,5,58,0,0
0.02,53,521,24,77,2,43,65,5,139,0,0
0.02,59,502,27,110,4,39,58,5,105,0,0
0.02,28,535,21,40,2,47,18,5,51,0,0
0.02,37,1200,15,60,4,29,30,5,86,1,1
0.02,50,500,25,74,2,33,61,5,130,0,0
0.02,40,546,21,54,2,35,28,5,77,0,0
0.02,27,348,34,94,20,83,122,5,121,1,3
0.02,41,368,19,94,28,50,84,5,97,1,3
0.02,17,324,14,62,4,23,16,5,69,0,0
0.02,17,259,15,67,2,31,17,5,81,0,0
0.02,50,281,17,116,4,42,43,5,34,1,1
0.02,66,340,22,101,4,46,46,5,133,0,0
0.02,24,397,18,139,20,35,30,5,92,1,2
0.02,30,427,16,81,12,26,119,5,118,0,0
0.02,47,1200,17,84,2,73,89,5,79,1,2
0.02,32,333,21,75,2,35,34,5,111,0,0
0.02,46,358,20,91,2,33,28,5,102,0,0
0.02,76,277,31,66,2,56,33,5,210,0,0
0.02,61,338,30,98,4,80,29,5,131,0,0
0.02,91,274,46,92,1,111,39,13,116,0,0
0.02,67,255,43,92,1,85,56,15,288,0,0
0.02,107,574,76,190,1,450,35,18,97,1,1
0.02,74,386,55,105,1,117,44,13,192,0,0
0.02,100,260,55,151,1,138,13,5,88,0,0
0.02,163,474,69,168,2,163,44,21,141,1,1
0.02,26,835,23,37,4,45,32,5,88,1,1
0.02,170,415,163,497,2,307,39,32,109,1,3
0.02,127,568,57,144,1,144,36,19,112,0,0
0.02,107,441,76,201,1,161,45,19,140,1,1
0.02,99,642,48,247,2,129,47,17,129,0,0
0.02,79,390,32,196,1,69,23,5,89,0,0
0.02,73,394,43,138,1,74,18,5,88,0,0
0.02,71,338,48,172,2,261,15,5,91,0,0
0.02,91,490,50,144,2,74,23,12,110,0,0
0.02,85,373,39,90,2,70,32,5,108,0,0
0.02,90,357,39,161,1,71,45,11,127,0,0
0.02,28,547,20,39,4,32,58,5,111,1,2
0.02,92,475,53,175,1,88,55,12,144,0,0
0.02,85,405,55,145,2,84,30,13,107,0,0
0.02,107,619,52,133,2,88,63,12,130,0,0
0.02,84,702,50,134,8,92,85,13,126,1,2
0.02,93,231,62,91,1,96,18,10,119,0,0
0.02,145,703,60,190,-999,98,37,11,91,1,1
0.02,80,531,52,155,8,91,49,11,95,1,1
0.02,92,376,69,105,1,101,26,11,96,0,0
0.02,124,795,60,225,1,100,70,15,124,1,1
0.02,36,530,43,126,4,75,19,5,78,0,0
0.02,61,386,28,96,2,60,14,5,95,0,0
0.02,49,603,33,93,2,92,25,5,117,0,0
